dien_tich,so_phong_ngu,so_phong_tam,quan_huyen,loai_bds,gia_tien
72.6,3,2,Quan 5,CanHo,6.694
75.9,1,1,Tan Phu,CanHo,3.301
107.6,3,3,Quan 8,NhaO,10.941
49.4,2,2,Quan 6,CanHo,3.52
53.2,4,4,Go Vap,CanHo,3.229
256.2,4,4,Quan 6,NhaO,42.409
219.9,4,4,Hoc Mon,NhaO,10.419
104.6,3,3,Binh Tan,CanHo,4.367
117.2,1,1,Binh Tan,CanHo,4.479
112.5,1,1,Quan 3,CanHo,9.188
32.4,4,4,Tan Binh,NhaO,4.174
93.8,2,1,Nha Be,CanHo,3.22
81.2,2,2,Hoc Mon,CanHo,1.783
162.8,2,1,Go Vap,NhaO,13.148
75.5,1,1,Binh Chanh,CanHo,1.742
124.1,2,2,Phu Nhuan,CanHo,10.027
284.5,4,2,Quan 4,NhaO,46.482
71.4,2,1,Tan Binh,CanHo,4.3
124.7,2,1,Quan 11,CanHo,8.501
36.3,1,1,Quan 1,CanHo,3.783
41.3,3,3,Quan 3,CanHo,4.091
236.7,3,3,Nha Be,NhaO,16.296
75.3,2,2,Quan 5,CanHo,6.852
116.5,4,2,Quan 10,NhaO,24.798
109.0,2,2,Hoc Mon,CanHo,2.245
225.0,4,4,Quan 3,NhaO,57.106
179.3,4,4,Quan 4,NhaO,35.576
136.5,2,2,Nha Be,CanHo,4.215
68.2,2,2,Quan 4,CanHo,5.264
279.3,5,5,Quan 3,NhaO,76.81
41.6,3,2,Tan Binh,CanHo,2.506
243.0,2,2,Thu Duc,NhaO,22.66
39.2,2,1,Thu Duc,CanHo,2.188
123.5,3,3,Tan Phu,CanHo,5.375
294.5,5,3,Quan 3,NhaO,84.076
262.7,4,3,Quan 1,NhaO,92.458
86.4,2,2,Hoc Mon,CanHo,2.019
67.8,4,2,Quan 12,NhaO,4.314
101.9,1,1,Go Vap,CanHo,4.997
106.5,1,1,Binh Tan,CanHo,3.663
176.5,3,2,Thu Duc,NhaO,16.881
88.8,3,3,Nha Be,CanHo,2.716
81.7,3,3,Quan 7,CanHo,6.337
146.7,4,2,Tan Binh,NhaO,21.754
218.8,3,2,Binh Chanh,NhaO,11.405
297.2,3,3,Phu Nhuan,NhaO,58.444
108.7,4,4,Tan Phu,NhaO,11.376
117.3,4,3,Quan 6,NhaO,17.751
117.1,4,3,Tan Binh,NhaO,15.824
256.4,4,3,Nha Be,NhaO,18.899
37.9,2,1,Binh Thanh,NhaO,5.941
115.5,1,1,Quan 5,CanHo,8.593
48.9,6,6,Binh Chanh,NhaO,3.014
69.9,1,1,Phu Nhuan,CanHo,5.39
171.9,2,2,Quan 12,NhaO,11.931
32.5,2,1,Quan 3,CanHo,2.927
285.9,4,3,Thu Duc,NhaO,25.082
99.7,1,1,Quan 3,CanHo,9.37
57.5,3,2,Quan 5,NhaO,11.746
135.7,5,5,Thu Duc,NhaO,13.299
233.6,2,1,Binh Chanh,NhaO,11.508
139.5,2,2,Quan 6,CanHo,9.632
54.8,1,1,Hoc Mon,CanHo,1.149
241.3,4,2,Quan 1,NhaO,69.069
242.1,4,2,Quan 11,NhaO,41.218
219.5,4,3,Quan 11,NhaO,34.898
139.4,3,2,Quan 12,CanHo,5.5
112.4,5,3,Quan 11,NhaO,18.531
59.6,3,2,Binh Tan,CanHo,2.452
59.3,3,3,Quan 12,CanHo,2.037
132.8,4,2,Quan 11,NhaO,24.071
132.2,2,1,Go Vap,CanHo,6.264
112.1,2,1,Nha Be,CanHo,3.676
124.3,4,4,Quan 7,CanHo,9.794
87.9,2,2,Quan 12,CanHo,2.668
71.4,4,4,Binh Tan,CanHo,3.276
49.2,3,3,Quan 10,CanHo,4.254
58.3,3,2,Quan 12,CanHo,2.291
36.4,5,4,Go Vap,NhaO,3.623
298.5,2,1,Go Vap,NhaO,24.026
82.1,1,1,Phu Nhuan,CanHo,7.021
131.1,2,2,Quan 7,CanHo,9.833
130.8,4,4,Quan 10,CanHo,12.519
100.6,3,3,Quan 11,CanHo,6.657
143.9,3,1,Quan 4,NhaO,27.547
40.4,3,1,Go Vap,NhaO,3.879
298.0,2,1,Quan 12,NhaO,16.961
86.6,3,3,Quan 12,NhaO,5.28
60.6,2,2,Hoc Mon,CanHo,1.486
40.5,1,1,Quan 8,CanHo,1.907
35.2,2,1,Binh Chanh,CanHo,0.84
48.1,3,2,Quan 11,CanHo,3.688
106.7,3,2,Quan 5,CanHo,8.54
223.0,3,2,Nha Be,NhaO,13.138
200.6,4,4,Quan 11,NhaO,36.302
92.7,2,2,Binh Chanh,NhaO,4.456
121.5,3,3,Go Vap,CanHo,6.539
66.6,3,1,Tan Binh,NhaO,9.346
53.6,4,3,Tan Phu,CanHo,2.637
210.3,6,5,Quan 4,NhaO,41.576
114.2,2,2,Quan 7,CanHo,7.468
87.5,1,1,Quan 1,CanHo,10.113
197.8,2,1,Binh Chanh,NhaO,9.527
254.7,3,3,Hoc Mon,NhaO,12.712
191.4,2,1,Hoc Mon,NhaO,8.707
120.6,5,4,Quan 12,NhaO,9.382
276.9,5,3,Quan 6,NhaO,42.716
285.9,6,6,Quan 5,NhaO,63.832
278.3,4,4,Thu Duc,NhaO,24.628
103.0,2,2,Quan 4,CanHo,7.005
110.4,2,1,Phu Nhuan,NhaO,19.768
58.9,3,3,Quan 10,NhaO,11.075
72.9,2,2,Tan Phu,CanHo,3.021
95.8,2,1,Quan 12,CanHo,2.982
259.7,3,1,Thu Duc,NhaO,20.774
72.2,1,1,Hoc Mon,CanHo,1.635
160.6,2,1,Binh Chanh,NhaO,7.875
76.1,1,1,Quan 1,CanHo,9.291
119.4,4,4,Binh Thanh,CanHo,11.799
68.1,4,4,Tan Binh,NhaO,10.292
120.6,2,2,Quan 10,CanHo,8.465
183.1,2,1,Phu Nhuan,NhaO,35.552
116.0,1,1,Tan Binh,CanHo,6.645
32.1,2,1,Binh Tan,CanHo,1.261
263.1,2,1,Go Vap,NhaO,21.767
248.4,3,3,Quan 1,NhaO,68.682
58.4,4,4,Thu Duc,CanHo,3.736
127.1,2,1,Go Vap,CanHo,6.016
37.1,1,1,Phu Nhuan,CanHo,2.802
140.2,5,4,Quan 11,NhaO,25.517
89.9,2,2,Quan 4,CanHo,7.228
50.4,3,1,Quan 3,NhaO,12.004
39.7,3,3,Quan 7,CanHo,2.81
38.5,2,2,Phu Nhuan,CanHo,3.226
174.6,4,4,Quan 10,NhaO,33.741
38.5,4,2,Quan 7,NhaO,4.851
171.2,5,3,Phu Nhuan,NhaO,38.437
57.7,1,1,Quan 1,CanHo,7.725
33.4,2,1,Hoc Mon,CanHo,0.738
41.5,3,3,Quan 3,NhaO,8.823
291.0,2,1,Quan 3,NhaO,57.556
181.4,6,6,Quan 11,NhaO,36.385
51.5,4,4,Quan 5,CanHo,4.83
268.2,4,4,Quan 5,NhaO,59.01
60.0,3,2,Go Vap,CanHo,3.098
136.8,3,2,Hoc Mon,NhaO,6.739
145.5,2,2,Tan Phu,NhaO,12.368
165.1,6,6,Thu Duc,NhaO,18.569
125.7,2,2,Binh Chanh,NhaO,6.458
90.7,1,1,Tan Phu,CanHo,3.783
56.6,4,2,Tan Phu,NhaO,5.243
49.9,2,2,Quan 3,CanHo,5.119
135.8,2,1,Phu Nhuan,CanHo,13.14
85.4,2,2,Quan 7,CanHo,5.313
247.5,4,4,Quan 4,NhaO,48.595
131.1,3,1,Quan 5,NhaO,23.561
111.6,2,1,Nha Be,CanHo,3.303
134.8,4,2,Quan 11,NhaO,24.443
87.1,4,4,Binh Chanh,CanHo,2.296
37.6,4,4,Quan 1,NhaO,12.11
226.8,5,5,Phu Nhuan,NhaO,57.816
240.5,5,3,Quan 6,NhaO,34.124
282.5,4,3,Binh Tan,NhaO,21.294
36.7,2,2,Quan 4,CanHo,2.66
55.4,4,3,Binh Chanh,NhaO,2.699
159.5,4,4,Quan 11,NhaO,23.497
218.1,6,5,Tan Phu,NhaO,23.949
105.1,2,1,Binh Thanh,CanHo,9.126
96.8,3,3,Hoc Mon,CanHo,2.628
162.4,2,1,Quan 5,NhaO,30.536
138.7,3,3,Binh Thanh,CanHo,12.027
146.8,4,4,Quan 1,NhaO,49.056
125.0,1,1,Tan Binh,CanHo,6.856
191.0,3,2,Quan 7,NhaO,24.813
57.9,4,3,Tan Binh,NhaO,8.299
276.7,4,4,Binh Tan,NhaO,18.551
260.3,5,3,Thu Duc,NhaO,25.547
173.2,3,1,Phu Nhuan,NhaO,31.373
164.9,4,3,Quan 1,NhaO,50.211
135.0,6,4,Quan 5,NhaO,28.398
50.8,4,2,Quan 10,NhaO,9.352
113.8,4,4,Quan 3,NhaO,26.788
126.5,3,2,Hoc Mon,NhaO,5.777
56.3,3,3,Thu Duc,CanHo,3.24
160.1,3,1,Quan 6,NhaO,20.874
275.9,6,5,Quan 6,NhaO,41.914
122.0,2,1,Quan 4,CanHo,9.063
254.7,6,5,Quan 11,NhaO,51.432
220.8,4,4,Quan 7,NhaO,28.34
93.7,2,1,Quan 10,CanHo,6.729
98.0,3,3,Nha Be,NhaO,5.93
192.8,2,1,Quan 3,NhaO,43.405
37.0,3,2,Hoc Mon,CanHo,0.854
100.0,1,1,Quan 6,CanHo,6.254
100.7,2,1,Binh Tan,CanHo,3.77
138.1,2,2,Tan Binh,NhaO,19.19
157.0,4,3,Hoc Mon,NhaO,6.645
159.3,3,1,Quan 5,NhaO,29.16
112.5,5,5,Quan 7,NhaO,17.509
106.3,2,2,Quan 5,CanHo,8.612
228.1,4,3,Quan 7,NhaO,30.237
270.7,2,1,Quan 5,NhaO,54.067
50.2,2,2,Quan 11,CanHo,3.499
217.1,3,2,Quan 7,NhaO,24.957
76.4,1,1,Tan Phu,CanHo,3.446
137.8,3,2,Quan 4,CanHo,9.363
65.4,3,3,Quan 5,CanHo,5.934
156.2,3,2,Quan 8,NhaO,19.273
256.5,2,1,Quan 12,NhaO,16.433
275.5,3,2,Thu Duc,NhaO,25.941
203.6,3,2,Quan 1,NhaO,58.089
112.9,2,2,Quan 7,CanHo,8.338
159.7,5,4,Quan 10,NhaO,32.553
50.7,2,1,Hoc Mon,CanHo,1.064
93.4,1,1,Quan 4,CanHo,6.772
212.7,6,4,Hoc Mon,NhaO,12.028
62.3,2,1,Quan 6,CanHo,3.364
87.3,2,1,Quan 7,CanHo,5.954
212.1,4,2,Quan 12,NhaO,13.485
86.3,3,3,Quan 11,NhaO,15.26
129.5,2,2,Tan Binh,CanHo,8.217
51.0,2,2,Quan 12,CanHo,1.709
119.0,2,1,Nha Be,NhaO,6.554
94.4,3,3,Quan 1,CanHo,14.239
61.4,4,4,Hoc Mon,CanHo,1.485
126.4,3,2,Hoc Mon,CanHo,2.891
42.4,4,3,Hoc Mon,CanHo,1.027
45.5,2,2,Tan Phu,CanHo,1.846
46.7,4,4,Quan 11,CanHo,3.893
101.7,3,2,Hoc Mon,CanHo,2.39
33.8,1,1,Tan Phu,CanHo,1.536
187.7,2,1,Tan Binh,NhaO,23.977
37.1,6,6,Quan 4,NhaO,8.308
43.1,3,2,Tan Phu,CanHo,2.238
110.6,1,1,Tan Binh,CanHo,5.857
106.1,3,2,Quan 1,CanHo,14.552
127.8,2,2,Binh Chanh,CanHo,3.057
194.9,5,4,Go Vap,NhaO,20.74
127.4,2,1,Quan 1,CanHo,16.836
241.0,4,2,Binh Thanh,NhaO,38.162
122.7,2,2,Binh Tan,NhaO,8.879
117.9,3,3,Quan 7,CanHo,8.868
246.4,2,1,Binh Thanh,NhaO,38.783
45.0,6,4,Binh Thanh,NhaO,8.503
78.2,2,1,Binh Tan,CanHo,3.09
139.2,1,1,Thu Duc,CanHo,7.224
204.6,4,4,Thu Duc,NhaO,20.313
125.8,3,3,Nha Be,CanHo,4.109
34.0,1,1,Quan 10,CanHo,2.672
178.3,4,2,Tan Phu,NhaO,15.9
235.0,5,3,Quan 1,NhaO,84.281
154.1,4,3,Binh Tan,NhaO,12.084
134.6,4,4,Quan 8,NhaO,14.623
88.2,3,1,Tan Binh,NhaO,10.727
86.9,3,3,Phu Nhuan,CanHo,7.911
83.0,3,2,Quan 6,NhaO,12.472
222.8,5,5,Binh Tan,NhaO,17.386
269.2,3,2,Quan 5,NhaO,58.176
127.7,2,1,Tan Phu,CanHo,6.33
133.9,4,3,Quan 10,CanHo,12.125
60.6,4,3,Binh Tan,CanHo,2.53
133.6,3,3,Quan 10,CanHo,11.352
232.5,6,5,Tan Phu,NhaO,26.96
158.6,4,3,Quan 10,NhaO,31.622
60.6,2,2,Quan 1,CanHo,8.581
82.5,1,1,Tan Binh,CanHo,5.026
64.2,1,1,Quan 8,CanHo,3.548
46.0,4,4,Quan 8,NhaO,6.069
259.8,5,5,Binh Chanh,NhaO,16.013
70.6,2,2,Phu Nhuan,CanHo,6.913
58.4,3,2,Binh Thanh,CanHo,4.723
130.7,2,1,Quan 7,CanHo,8.961
262.7,2,1,Quan 1,NhaO,73.32
46.2,3,2,Quan 4,NhaO,8.193
40.4,3,2,Tan Binh,CanHo,2.997
57.5,3,1,Nha Be,NhaO,3.246
75.4,1,1,Quan 11,CanHo,5.006
77.9,1,1,Tan Phu,CanHo,3.377
224.5,5,3,Quan 11,NhaO,37.448
127.6,1,1,Nha Be,CanHo,4.072
69.1,3,3,Phu Nhuan,CanHo,6.802
223.9,5,5,Quan 11,NhaO,41.645
185.0,3,2,Quan 7,NhaO,23.872
66.1,4,4,Quan 1,CanHo,9.698
130.8,1,1,Quan 7,CanHo,7.76
266.4,4,3,Quan 8,NhaO,31.056
65.2,2,2,Binh Tan,CanHo,2.434
152.5,5,3,Quan 11,NhaO,24.955
64.3,2,2,Tan Phu,CanHo,2.582
60.3,1,1,Hoc Mon,CanHo,1.448
241.4,4,2,Quan 10,NhaO,43.2
90.0,3,2,Quan 4,CanHo,6.659
64.7,2,2,Binh Tan,CanHo,2.672
86.6,2,2,Quan 4,CanHo,5.883
60.9,3,2,Quan 8,CanHo,3.53
86.7,4,2,Go Vap,NhaO,8.998
106.9,4,3,Quan 7,CanHo,8.063
171.1,5,3,Binh Chanh,NhaO,10.149
292.2,4,3,Quan 7,NhaO,38.962
154.4,6,4,Phu Nhuan,NhaO,34.287
188.7,3,1,Quan 5,NhaO,38.941
270.7,6,6,Nha Be,NhaO,21.396
47.6,3,2,Nha Be,NhaO,2.725
295.1,3,2,Hoc Mon,NhaO,14.854
266.6,4,3,Hoc Mon,NhaO,13.65
256.9,5,5,Quan 3,NhaO,62.562
83.0,2,1,Quan 6,CanHo,4.599
225.4,2,2,Quan 12,NhaO,13.353
71.1,1,1,Go Vap,CanHo,3.078
45.9,3,2,Quan 8,NhaO,4.561
41.5,1,1,Nha Be,CanHo,1.293
98.3,2,1,Go Vap,CanHo,4.434
57.6,2,1,Tan Binh,CanHo,4.016
116.6,2,2,Quan 5,CanHo,8.774
48.5,3,2,Binh Thanh,CanHo,4.256
143.2,2,1,Quan 1,NhaO,42.892
42.1,1,1,Hoc Mon,CanHo,0.83
118.4,1,1,Quan 6,CanHo,7.102
131.9,2,2,Thu Duc,CanHo,7.068
132.2,3,3,Go Vap,CanHo,7.048
93.4,3,3,Hoc Mon,CanHo,2.007
164.1,6,4,Quan 11,NhaO,26.375
123.2,3,3,Quan 1,NhaO,39.211
46.0,2,1,Binh Tan,CanHo,1.465
69.4,2,1,Quan 7,NhaO,8.953
68.7,4,4,Nha Be,CanHo,2.329
155.0,2,2,Nha Be,NhaO,9.543
120.4,5,5,Quan 12,NhaO,8.637
276.7,4,3,Quan 6,NhaO,36.843
63.1,1,1,Quan 3,CanHo,6.231
33.5,6,5,Quan 11,NhaO,6.684
80.7,3,2,Quan 11,CanHo,4.941
265.1,5,3,Quan 11,NhaO,50.749
74.4,2,2,Tan Binh,CanHo,4.148
99.7,3,2,Binh Thanh,CanHo,9.009
180.9,4,2,Thu Duc,NhaO,17.958
69.5,2,2,Phu Nhuan,CanHo,5.917
204.7,3,1,Tan Binh,NhaO,23.142
245.8,6,6,Quan 5,NhaO,59.006
160.1,4,3,Quan 11,NhaO,27.505
113.4,1,1,Quan 4,CanHo,7.984
62.7,5,3,Binh Thanh,NhaO,9.645
92.5,2,1,Quan 10,CanHo,6.306
154.1,4,2,Quan 11,NhaO,21.99
65.2,2,2,Quan 10,CanHo,5.221
158.0,5,5,Tan Binh,NhaO,25.65
45.6,3,2,Quan 10,CanHo,3.241
114.0,3,2,Thu Duc,CanHo,6.669
106.4,2,2,Phu Nhuan,CanHo,9.467
171.9,3,1,Quan 7,NhaO,22.362
172.3,3,3,Quan 5,NhaO,33.612
272.5,4,3,Tan Binh,NhaO,37.282
84.4,3,2,Tan Binh,CanHo,5.559
67.0,2,1,Quan 11,CanHo,4.91
67.1,4,3,Binh Chanh,CanHo,1.701
201.8,2,1,Go Vap,NhaO,16.916
96.8,2,1,Binh Thanh,CanHo,7.188
41.4,1,1,Quan 11,CanHo,2.909
78.3,3,3,Quan 7,CanHo,6.451
197.1,4,3,Hoc Mon,NhaO,9.09
75.9,3,3,Hoc Mon,CanHo,1.983
127.8,3,2,Quan 12,CanHo,4.623
133.0,1,1,Quan 10,CanHo,9.939
228.8,6,6,Go Vap,NhaO,22.703
241.8,6,6,Phu Nhuan,NhaO,54.218
83.3,2,2,Binh Chanh,CanHo,2.339
171.6,6,4,Quan 6,NhaO,30.634
238.5,4,4,Quan 12,NhaO,16.869
37.3,2,1,Nha Be,CanHo,1.223
247.2,6,4,Quan 4,NhaO,55.609
117.7,2,1,Quan 1,CanHo,14.781
265.0,4,2,Binh Thanh,NhaO,38.418
138.6,4,4,Phu Nhuan,CanHo,15.916
61.4,1,1,Quan 11,CanHo,3.596
41.0,4,3,Phu Nhuan,NhaO,9.928
85.5,1,1,Quan 6,CanHo,5.408
99.4,1,1,Quan 12,CanHo,3.305
251.7,3,2,Thu Duc,NhaO,21.38
128.4,2,2,Thu Duc,NhaO,11.963
110.0,2,2,Binh Thanh,CanHo,9.689
68.7,3,3,Tan Phu,CanHo,3.003
79.2,3,3,Phu Nhuan,NhaO,18.867
83.6,2,1,Phu Nhuan,CanHo,8.013
181.5,6,6,Tan Phu,NhaO,21.188
104.0,1,1,Quan 4,CanHo,7.223
39.4,2,1,Go Vap,CanHo,1.67
116.3,3,3,Hoc Mon,CanHo,2.969
99.0,2,2,Quan 11,CanHo,6.641
83.4,4,3,Binh Chanh,CanHo,2.286
94.9,1,1,Binh Thanh,CanHo,6.29
110.3,2,2,Quan 12,CanHo,3.946
138.3,3,2,Quan 10,CanHo,11.711
262.2,6,4,Binh Thanh,NhaO,41.553
254.1,3,1,Quan 1,NhaO,81.296
139.3,5,5,Binh Tan,NhaO,10.445
86.8,4,3,Go Vap,NhaO,8.508
59.6,3,1,Quan 3,NhaO,12.748
114.8,2,2,Quan 10,CanHo,9.366
84.2,2,1,Nha Be,CanHo,2.958
68.4,2,2,Thu Duc,CanHo,3.292
65.4,3,2,Binh Tan,CanHo,2.747
55.1,3,3,Tan Phu,CanHo,2.512
129.0,3,2,Nha Be,NhaO,8.137
112.7,2,1,Binh Tan,CanHo,3.917
138.7,3,1,Tan Binh,NhaO,19.133
115.9,3,3,Quan 5,CanHo,9.511
32.2,1,1,Tan Phu,CanHo,1.249
139.7,4,4,Binh Chanh,CanHo,3.722
84.8,2,1,Binh Chanh,CanHo,1.898
93.8,1,1,Binh Thanh,CanHo,7.095
109.1,3,3,Go Vap,CanHo,5.056
194.3,4,4,Quan 8,NhaO,20.91
98.5,1,1,Go Vap,CanHo,4.768
133.5,4,3,Quan 3,CanHo,14.66
78.7,2,1,Nha Be,CanHo,2.363
274.0,3,3,Phu Nhuan,NhaO,62.36
119.5,2,1,Binh Chanh,CanHo,2.919
299.5,6,5,Go Vap,NhaO,32.803
267.4,6,5,Go Vap,NhaO,30.924
84.8,4,4,Quan 3,CanHo,8.438
240.4,3,3,Quan 11,NhaO,41.151
195.3,2,1,Quan 8,NhaO,19.224
49.8,2,2,Quan 12,CanHo,1.69
159.5,6,4,Binh Thanh,NhaO,28.069
134.7,2,2,Quan 4,CanHo,9.292
276.8,5,3,Quan 3,NhaO,65.914
123.1,2,1,Tan Binh,CanHo,8.261
79.0,5,4,Binh Thanh,NhaO,12.321
134.2,1,1,Binh Chanh,CanHo,3.508
133.4,1,1,Tan Binh,CanHo,8.562
245.1,3,3,Quan 8,NhaO,26.726
264.0,6,5,Binh Thanh,NhaO,41.5
162.1,5,3,Binh Chanh,NhaO,9.095
248.7,6,5,Binh Thanh,NhaO,42.609
136.1,2,1,Tan Phu,CanHo,6.785
131.2,6,5,Quan 7,NhaO,19.183
170.6,6,4,Quan 5,NhaO,39.274
55.1,4,4,Quan 4,CanHo,4.644
69.0,3,1,Binh Thanh,NhaO,10.952
88.4,6,4,Binh Chanh,NhaO,5.043
90.0,2,1,Quan 5,CanHo,8.122
104.4,2,2,Phu Nhuan,CanHo,10.721
58.3,2,1,Thu Duc,CanHo,2.777
60.0,4,4,Quan 5,NhaO,12.936
53.1,4,3,Quan 1,CanHo,8.205
37.0,1,1,Binh Tan,CanHo,1.333
43.7,2,1,Tan Binh,CanHo,2.621
84.2,4,4,Quan 1,CanHo,12.395
164.7,2,1,Quan 5,NhaO,30.963
37.3,2,2,Nha Be,CanHo,1.203
91.1,6,4,Quan 3,NhaO,22.441
118.0,2,1,Binh Thanh,CanHo,9.224
195.5,4,4,Binh Chanh,NhaO,10.131
214.1,4,3,Hoc Mon,NhaO,11.099
224.2,6,5,Binh Chanh,NhaO,13.763
65.3,6,4,Quan 12,NhaO,5.607
45.3,1,1,Quan 3,CanHo,4.224
137.2,4,4,Quan 8,NhaO,17.196
81.9,2,2,Quan 1,CanHo,11.603
191.6,5,4,Quan 4,NhaO,39.367
75.4,1,1,Quan 7,CanHo,4.628
111.4,1,1,Binh Chanh,CanHo,2.558
33.1,2,2,Thu Duc,CanHo,1.835
56.9,2,2,Nha Be,CanHo,1.921
140.2,4,4,Quan 1,NhaO,49.808
83.8,3,2,Quan 4,CanHo,6.313
63.0,3,1,Go Vap,NhaO,5.137
70.6,4,4,Quan 4,NhaO,12.176
87.4,4,4,Go Vap,CanHo,5.273
81.0,4,3,Hoc Mon,CanHo,1.832
52.8,3,2,Quan 1,CanHo,6.952
111.9,3,2,Binh Chanh,NhaO,6.219
67.6,3,2,Quan 1,CanHo,8.993
189.5,3,3,Nha Be,NhaO,11.882
113.7,4,3,Quan 5,CanHo,10.263
33.0,2,2,Quan 3,CanHo,3.072
123.0,4,4,Quan 10,CanHo,9.545
101.3,6,5,Quan 7,NhaO,16.704
130.5,4,3,Binh Thanh,CanHo,13.053
116.2,2,1,Quan 5,CanHo,10.384
111.9,6,5,Binh Chanh,NhaO,7.006
176.2,3,2,Quan 5,NhaO,30.492
49.5,1,1,Quan 12,CanHo,1.644
109.6,2,1,Binh Chanh,CanHo,2.655
59.0,4,2,Quan 5,NhaO,12.009
71.1,3,2,Tan Phu,CanHo,3.265
182.6,4,4,Thu Duc,NhaO,15.537
166.9,3,1,Quan 12,NhaO,9.439
32.8,4,3,Binh Chanh,NhaO,1.951
124.7,3,3,Thu Duc,CanHo,7.463
110.7,2,1,Binh Chanh,CanHo,2.437
241.1,4,4,Tan Binh,NhaO,35.388
128.2,4,3,Tan Phu,CanHo,6.447
182.6,6,5,Binh Chanh,NhaO,9.816
156.5,3,1,Binh Tan,NhaO,11.478
104.4,1,1,Quan 4,CanHo,8.176
63.3,4,2,Go Vap,NhaO,6.007
139.9,5,5,Quan 3,NhaO,35.161
82.0,6,6,Quan 10,NhaO,16.126
196.5,3,2,Quan 8,NhaO,21.076
249.9,2,1,Phu Nhuan,NhaO,50.086
105.4,1,1,Quan 10,CanHo,7.969
122.1,4,3,Quan 8,NhaO,14.033
112.5,3,1,Hoc Mon,NhaO,4.807
35.6,3,2,Quan 3,CanHo,3.392
89.4,3,3,Quan 12,CanHo,2.946
75.0,3,2,Quan 11,NhaO,12.884
96.8,4,3,Binh Thanh,NhaO,16.364
71.4,1,1,Quan 6,CanHo,4.306
89.2,4,3,Nha Be,CanHo,2.781
91.7,4,4,Quan 3,NhaO,21.146
277.6,2,2,Quan 4,NhaO,47.795
75.3,3,3,Nha Be,CanHo,2.876
249.0,4,2,Nha Be,NhaO,17.231
164.2,6,4,Thu Duc,NhaO,14.574
183.2,6,5,Quan 12,NhaO,13.004
277.2,4,3,Binh Tan,NhaO,19.381
32.3,3,3,Tan Binh,NhaO,4.389
31.2,3,3,Binh Tan,NhaO,2.326
161.7,3,1,Thu Duc,NhaO,12.163
213.9,5,3,Quan 6,NhaO,35.056
225.3,4,3,Quan 4,NhaO,39.251
75.0,4,4,Quan 4,CanHo,6.56
264.5,3,2,Quan 3,NhaO,60.381
102.2,1,1,Binh Thanh,CanHo,7.444
80.3,2,2,Binh Chanh,CanHo,2.204
45.0,4,3,Phu Nhuan,NhaO,9.448
33.6,3,1,Quan 8,NhaO,4.175
216.0,3,2,Quan 10,NhaO,40.431
43.2,2,1,Tan Binh,NhaO,5.125
66.3,4,4,Quan 10,NhaO,12.492
108.0,4,4,Thu Duc,CanHo,5.629
182.7,4,2,Quan 5,NhaO,42.089
35.0,2,1,Quan 6,CanHo,1.93
62.2,4,4,Quan 3,NhaO,15.881
57.7,2,1,Quan 6,CanHo,3.888
101.9,2,1,Binh Chanh,CanHo,2.58
275.6,3,1,Binh Chanh,NhaO,15.184
119.5,1,1,Binh Thanh,CanHo,9.837
62.5,2,2,Quan 4,CanHo,5.164
121.7,4,3,Binh Thanh,CanHo,11.343
277.0,3,1,Quan 12,NhaO,19.277
141.3,4,4,Binh Chanh,NhaO,7.368
279.9,3,1,Thu Duc,NhaO,20.998
134.9,4,3,Binh Chanh,CanHo,3.506
83.8,2,1,Tan Phu,CanHo,3.475
100.0,3,2,Quan 8,CanHo,5.926
85.5,3,2,Thu Duc,CanHo,4.577
113.3,2,2,Phu Nhuan,CanHo,11.496
195.6,4,4,Quan 7,NhaO,29.698
280.6,5,5,Quan 11,NhaO,51.539
157.1,6,5,Quan 12,NhaO,13.619
183.3,2,1,Quan 3,NhaO,35.754
56.6,3,3,Binh Tan,CanHo,2.093
133.1,6,4,Phu Nhuan,NhaO,34.995
100.7,3,3,Go Vap,NhaO,8.909
190.8,2,1,Quan 3,NhaO,46.834
213.3,3,2,Quan 5,NhaO,39.322
79.8,3,2,Tan Phu,NhaO,6.814
162.7,6,5,Quan 11,NhaO,29.195
201.2,4,3,Quan 1,NhaO,57.617
294.3,4,2,Quan 8,NhaO,39.07
118.5,2,2,Tan Phu,CanHo,5.563
196.4,5,4,Binh Thanh,NhaO,36.335
118.1,1,1,Binh Tan,CanHo,3.82
74.9,6,6,Quan 7,NhaO,12.552
75.5,1,1,Quan 10,CanHo,5.862
181.9,4,4,Hoc Mon,NhaO,9.403
111.2,4,3,Tan Binh,NhaO,13.779
47.7,4,4,Quan 12,CanHo,2.013
60.1,1,1,Binh Thanh,CanHo,4.167
138.1,4,2,Quan 5,NhaO,25.711
149.6,3,2,Tan Binh,NhaO,21.957
83.0,3,1,Hoc Mon,NhaO,3.766
116.3,3,1,Quan 11,NhaO,18.98
77.1,4,2,Go Vap,NhaO,7.844
53.4,1,1,Tan Phu,CanHo,2.158
61.9,2,2,Quan 10,CanHo,4.286
113.8,6,6,Tan Binh,NhaO,16.347
34.3,3,3,Quan 11,CanHo,2.566
37.9,2,1,Quan 7,CanHo,2.336
43.0,3,3,Phu Nhuan,NhaO,8.786
221.3,3,2,Binh Tan,NhaO,14.667
118.8,2,2,Quan 3,CanHo,10.949
285.5,4,3,Quan 12,NhaO,17.707
249.5,6,6,Go Vap,NhaO,25.264
246.2,2,1,Thu Duc,NhaO,21.354
54.6,3,1,Binh Chanh,NhaO,3.014
